PLAYER_ID,FIRST_NAME,LAST_NAME,NATIONALITY,DOB,TEAM_ID,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FOOT
ply8,Davide,Calabria,Italy,06/12/1996,1,2,Defender,177,77,R
ply9,Sergiño,Dest,USA,03/11/2000,1,21,Defender,175,62,R
ply10,Alessandro,Florenzi,Italy,11/03/1991,1,25,Defender,173,67,R
ply11,Matteo,Gabbia,Italy,21/10/1999,1,46,Defender,186,78,R
ply12,Theo,Hernández,France,06/10/1997,1,19,Defender,184,81,L
ply13,Pierre,Kalulu,France,05/06/2000,1,20,Defender,179,69,R
ply14,Simon,Kjær,Denmark,26/03/1989,1,24,Defender,191,82,R
ply15,Malick,Thiaw,Germany,08/08/2001,1,28,Defender,194,80,
ply16,Fikayo,Tomori,England,19/12/1997,1,23,Defender,184,78,R
ply17,Yacine,Adli,France,29/07/2000,1,7,Midfielder,186,73,R
ply18,Tiemoué,Bakayoko,France,17/08/1994,1,14,Midfielder,189,77,R
ply19,Ismaël,Bennacer,Algeria,01/12/1997,1,4,Midfielder,175,70,L
ply20,Brahim,Díaz,Spain,03/08/1999,1,10,Midfielder,171,68,
ply21,Charles De,Ketelaere,Belgium,10/03/2001,1,90,Midfielder,192,74,L
ply22,Rade,Krunić,Bosnia-Herzegovina,07/10/1993,1,33,Midfielder,184,74,R
ply23,Tommaso,Pobega,Italy,15/07/1999,1,32,Midfielder,188,75,
ply24,Sandro,Tonali,Italy,08/05/2000,1,8,Midfielder,181,79,R
ply25,Aster,Vranckx,Belgium,04/10/2002,1,40,Midfielder,183,78,R
ply26,Olivier,Giroud,France,30/09/1986,1,9,Forward,193,91,L
ply27,Zlatan,Ibrahimović,Sweden,03/10/1981,1,11,Forward,195,95,
ply28,Marko,Lazetić,Serbia,22/01/2004,1,22,Forward,190,79,R
ply29,Junior,Messias,Brazil,13/05/1991,1,30,Forward,174,70,L
ply30,Divock,Origi,Belgium,18/04/1995,1,27,Forward,185,75,R
ply31,Rafael,Leão,Portugal,10/06/1999,1,17,Forward,188,81,R
ply32,Ante,Rebić,Croatia,21/09/1993,1,12,Forward,185,78,R
ply33,Alexis,Saelemaekers,Belgium,27/06/1999,1,56,Forward,180,72,R
ply34,Jay,Gorter,Netherlands,30/05/2000,2,16,Goalkeeper,190,,R
ply35,Remko,Pasveer,Netherlands,08/11/1983,2,22,Goalkeeper,187,88,R
ply36,Maarten,Stekelenburg,Netherlands,22/09/1982,2,1,Goalkeeper,197,84,R
ply37,Youri,Baas,Netherlands,17/03/2003,2,25,Defender,182,71,L
ply38,Calvin,Bassey,Nigeria,31/12/1999,2,3,Defender,185,76,L
ply39,Daley,Blind,Netherlands,09/03/1990,2,17,Defender,180,72,L
ply40,Ahmetcan,Kaplan,Turkey,16/01/2003,2,13,Defender,190,72,L
ply41,Lisandro,Magallán,Argentina,27/09/1993,2,29,Defender,185,79,R
ply42,Kik,Pierie,Netherlands,20/07/2000,2,39,Defender,183,72,L
ply43,Youri,Regeer,Netherlands,18/08/2003,2,26,Defender,177,,R
ply44,Devyne,Rensch,Netherlands,18/01/2003,2,15,Defender,179,,
ply45,Jorge,Sánchez,Mexico,10/12/1997,2,19,Defender,175,71,R
ply46,Jurriën,Timber,Netherlands,17/06/2001,2,2,Defender,179,62,R
ply47,Owen,Wijndal,Netherlands,28/11/1999,2,5,Defender,176,65,L
ply48,Edson,Álvarez,Mexico,24/10/1997,2,4,Midfielder,187,72,R
ply49,Steven,Berghuis,Netherlands,19/12/1991,2,23,Midfielder,182,75,L
ply50,Kian,Fitz-Jim,Netherlands,05/07/2003,2,28,Midfielder,,,R
ply51,Florian,Grillitsch,Austria,07/08/1995,2,21,Midfielder,187,77,R
ply52,Davy,Klaassen,Netherlands,21/02/1993,2,6,Midfielder,179,70,R
ply53,Kenneth,Taylor,Netherlands,16/05/2002,2,8,Midfielder,182,66,L
ply54,Steven,Bergwijn,Netherlands,08/10/1997,2,7,Forward,178,69,R
ply55,Brian,Brobbey,Netherlands,01/02/2002,2,9,Forward,180,72,R
ply56,Francisco,Conceição,Portugal,14/12/2002,2,35,Forward,170,60,L
ply57,Mohammed,Kudus,Ghana,02/08/2000,2,20,Forward,177,70,L
ply58,Lorenzo,Lucca,Italy,10/09/2000,2,18,Forward,201,80,R
ply59,Lucas,Ocampos,Argentina,11/07/1994,2,11,Forward,187,84,
ply60,Dušan,Tadić,Serbia,20/11/1988,2,10,Forward,181,76,L
ply61,Anton,Scheutjens,Netherlands,01/05/1968,2,,Goalkeeping,183,81,
ply62,Tommaso,Bertini,Italy,13/01/2004,3,47,Goalkeeper,188,,R
ply63,Juan,Musso,Argentina,06/05/1994,3,1,Goalkeeper,191,93,R
ply64,Francesco,Rossi,Italy,27/04/1991,3,31,Goalkeeper,193,83,R
ply65,Marco,Sportiello,Italy,10/05/1992,3,57,Goalkeeper,192,87,R
ply66,Merih,Demiral,Turkey,05/03/1998,3,28,Defender,192,87,R
ply67,Berat,Djimsiti,Albania,19/02/1993,3,19,Defender,191,83,R
ply68,Hans,Hateboer,Netherlands,09/01/1994,3,33,Defender,187,74,R
ply69,Joakim,Mæhle,Denmark,20/05/1997,3,3,Defender,185,79,R
ply70,Caleb,Okoli,Italy,13/07/2001,3,5,Defender,189,72,R
ply71,José,Palomino,Argentina,05/01/1990,3,6,Defender,188,87,L
ply72,Matteo,Ruggeri,Italy,11/07/2002,3,22,Defender,187,69,L
ply73,Giorgio,Scalvini,Italy,11/12/2003,3,42,Defender,194,76,R
ply74,Brandon,Soppy,France,21/02/2002,3,93,Defender,181,80,R
ply75,Rafael,Tolói,Italy,10/10/1990,3,2,Defender,185,75,R
ply76,Davide,Zappacosta,Italy,11/06/1992,3,77,Defender,182,70,R
ply77,Marten de,Roon,Netherlands,29/03/1991,3,15,Midfielder,185,76,R
ply78,,Éderson,Brazil,07/07/1999,3,13,Midfielder,185,86,R
ply79,Teun,Koopmeiners,Netherlands,28/02/1998,3,7,Midfielder,184,77,L
ply80,Ruslan,Malinovskiy,Ukraine,04/05/1993,3,18,Midfielder,181,79,L
ply81,Mario,Pašalić,Croatia,09/02/1995,3,88,Midfielder,189,82,R
ply82,Nadir,Zortea,Italy,19/06/1999,3,21,Midfielder,176,65,R
ply83,Jérémie,Boga,Ivory Coast,03/01/1997,3,10,Forward,174,68,R
ply84,Rasmus,Højlund,Denmark,04/02/2003,3,17,Forward,185,,L
ply85,Ademola,Lookman,Nigeria,20/10/1997,3,11,Forward,174,71,R
ply86,Luis,Muriel,Colombia,16/04/1991,3,9,Forward,179,75,R
ply87,Duván,Zapata,Colombia,01/04/1991,3,91,Forward,189,88,R
ply88,Antonio,Gomis,Spain,20/05/2003,,13,Goalkeeper,188,80,L
ply89,Ivo,Grbić,Croatia,18/01/1996,4,1,Goalkeeper,195,83,R
ply90,Jan,Oblak,Slovenia,07/01/1993,4,13,Goalkeeper,188,87,R
ply91,Sergio,Mestre,Spain,13/02/2005,4,51,Goalkeeper,,,
ply92,Adrián,Corral,Spain,05/01/2003,4,48,Defender,183,77,L
ply93,Santiago,Arias,Colombia,13/01/1992,4,,Defender,177,72,R
ply94,Felipe,Monteiro,Brazil,16/05/1989,4,18,Defender,190,84,R
ply95,Fran,González,Spain,13/08/1998,4,38,Defender,190,,R
ply96,José,Giménez,Uruguay,20/01/1995,4,2,Defender,185,80,R
ply97,Ibrahima,Cámara,Spain,18/01/2003,4,47,Defender,180,75,
ply98,Marco,Moreno,Spain,20/02/2001,4,36,Defender,191,,R
ply99,Mario,Hermoso,Spain,18/06/1995,4,22,Defender,184,76,L
ply100,Nahuel,Molina,Argentina,06/04/1998,4,16,Defender,175,72,R
ply101,,Reguilón,Spain,16/12/1996,4,3,Defender,178,68,L
ply102,,Reinildo,Mozambique,21/01/1994,4,23,Defender,180,73,L
ply103,Stefan,Savić,Montenegro,08/01/1991,4,15,Defender,187,80,R
ply104,Sergio,Diez,Spain,28/07/2003,4,30,Defender,180,75,R
ply105,Axel,Witsel,Belgium,12/01/1989,4,20,Defender,186,81,R
ply106,Alberto,Moreno,Spain,19/04/2002,4,32,Midfielder,,,
ply107,Yannick,Carrasco,Belgium,04/09/1993,4,21,Midfielder,181,73,R
ply108,Rodrigo de,Paul,Argentina,24/05/1994,4,5,Midfielder,180,70,R
ply109,,Koke,Spain,08/01/1992,4,6,Midfielder,176,75,R
ply110,Geoffrey,Kondogbia,Central Afr. Republic,15/02/1993,4,4,Midfielder,188,76,L
ply111,Thomas,Lemar,France,12/11/1995,4,11,Midfielder,171,66,L
ply112,Marcos,Llorente,Spain,30/01/1995,4,14,Midfielder,184,74,R
ply113,,Saúl,Spain,21/11/1994,4,17,Midfielder,184,77,L
ply114,Ángel,Correa,Argentina,09/03/1995,4,10,Forward,171,70,R
ply115,Antoine,Griezmann,France,21/03/1991,4,8,Forward,176,73,L
ply116,João,Félix,Portugal,10/11/1999,4,7,Forward,181,72,
ply117,Matheus,Cunha,Brazil,27/05/1999,4,9,Forward,184,75,R
ply118,Álvaro,Morata,Spain,23/10/1992,4,19,Forward,187,82,R
ply119,Pablo,Vercellone,Argentina,24/04/1968,4,,Goalkeeping,,,
ply120,Óscar,Ortega,Uruguay,29/03/1958,4,,Athletic,,,
ply121,Óscar,Pitillas,Spain,16/10/1971,4,,Rehab,,,
ply122,Manuel,Neuer,Germany,27/03/1986,5,1,Goalkeeper,193,92,R
ply123,Johannes,Schenk,Germany,13/01/2003,5,35,Goalkeeper,191,,
ply124,Sven,Ulreich,Germany,03/08/1988,5,26,Goalkeeper,192,87,R
ply125,Alphonso,Davies,Canada,02/11/2000,5,19,Defender,185,77,L
ply126,Matthijs de,Ligt,Netherlands,12/08/1999,5,4,Defender,189,89,R
ply127,Lucas,Hernández,France,14/02/1996,5,21,Defender,184,79,L
ply128,Noussair,Mazraoui,Morocco,14/11/1997,5,40,Defender,183,78,R
ply129,Benjamin,Pavard,France,28/03/1996,5,5,Defender,186,81,R
ply130,Bouna,Sarr,Senegal,31/01/1992,5,20,Defender,178,71,R
ply131,Josip,Stanišić,Croatia,02/04/2000,5,44,Defender,186,77,
ply132,Dayot,Upamecano,France,27/10/1998,5,2,Defender,186,90,R
ply133,Leon,Goretzka,Germany,06/02/1995,5,8,Midfielder,189,82,R
ply134,Ryan,Gravenberch,Netherlands,15/06/2002,5,38,Midfielder,190,83,R
ply135,Joshua,Kimmich,Germany,08/02/1995,5,6,Midfielder,177,75,R
ply136,Jamal,Musiala,Germany,26/02/2003,5,42,Midfielder,183,70,R
ply137,Marcel,Sabitzer,Austria,17/03/1994,5,18,Midfielder,177,76,R
ply138,Paul,Wanner,Germany,23/12/2005,5,14,Midfielder,185,72,L
ply139,Eric Maxim,Choupo-Moting,Cameroon,23/03/1989,5,13,Forward,191,90,R
ply140,Kingsley,Coman,France,13/06/1996,5,11,Forward,180,76,R
ply141,Serge,Gnabry,Germany,14/07/1995,5,7,Forward,176,77,R
ply142,Sadio,Mané,Senegal,10/04/1992,5,17,Forward,174,69,R
ply143,Thomas,Müller,Germany,13/09/1989,5,25,Forward,185,76,R
ply144,Leroy,Sané,Germany,11/01/1996,5,10,Forward,183,80,L
ply145,Mathys,Tel,France,27/04/2005,5,39,Forward,183,75,R
ply146,Toni,Tapalović,Croatia,10/10/1980,5,,Goalkeeping,185,83,
ply147,Holger,Broich,Germany,18/09/1974,5,,Fitness,,,
ply148,Stephan,Kerth,Germany,23/09/1988,5,,Fitness,,,
ply149,Simon,Martinello,Italy,01/11/1984,5,,Fitness,,,
ply150,Peter,Schlösser,Germany,,5,,Rehab,,,
ply151,Thomas,Wilhelmi,Germany,11/05/1967,5,,Rehab,,,
ply152,Vitus,Angerer,Germany,01/10/1985,5,,Game,,,
ply153,Michael,Cuper,Germany,08/01/1985,5,,Game,,,
ply154,Maximilian,Luckner,Germany,,5,,Game,,,
ply155,Mathias,Reiter,Germany,,5,,Game,,,
ply156,Maximilian,Schwab,Germany,28/11/1988,5,,Game,,,
ply157,Giacomo,Stey,Germany,21/03/1994,5,,Game,,,
ply158,Michael,Niemeyer,Germany,06/04/1971,5,,Chief,,,
ply159,Maximilian,Pelka,Germany,24/05/1988,5,,07/2021,,,R
ply160,Göktug,Baytekin,Turkey,20/11/2004,6,74,Goalkeeper,,,
ply161,Emre,Bilgin,Turkey,26/02/2004,6,99,Goalkeeper,188,80,L
ply162,Ersin,Destanoğlu,Turkey,01/01/2001,6,1,Goalkeeper,195,88,R
ply163,Mert,Günok,Turkey,01/03/1989,6,34,Goalkeeper,196,92,R
ply164,Utku,Yuvakuran,Turkey,02/11/1997,6,97,Goalkeeper,192,81,R
ply165,Tayfur,Bingöl,Turkey,11/01/1993,6,,Defender,180,71,R
ply166,Halil,Duman,Turkey,08/03/2001,6,,Defender,,,
ply167,Arthur,Masuaku,Congo DR,07/11/1993,6,25,Defender,179,70,L
ply168,Umut,Meraş,Turkey,20/12/1995,6,77,Defender,178,73,L
ply169,,Montero,Spain,14/01/1999,6,4,Defender,185,76,L
ply170,Valentin,Rosier,France,19/08/1996,6,2,Defender,175,70,R
ply171,Romain,Saïss,Morocco,26/03/1990,6,26,Defender,188,80,L
ply172,Tayyip,Sanuç,Turkey,17/12/1999,6,,Defender,188,80,R
ply173,Emrecan,Uzunhan,Turkey,26/02/2001,6,14,Defender,,,
ply174,Welinton,Souza,Brazil,10/04/1989,6,23,Defender,181,81,R
ply175,Oğuzhan,Akgün,Turkey,13/07/2001,6,33,Midfielder,174,,L
ply176,Dele,Alli,England,11/04/1996,6,11,Midfielder,188,80,R
ply177,Gedson,Fernandes,Portugal,09/01/1999,6,83,Midfielder,184,71,R
ply178,Atiba,Hutchinson,Canada,08/02/1983,6,13,Midfielder,187,83,R
ply179,,Josef,Brazil,11/02/1989,6,5,Midfielder,188,82,R
ply180,Kerem,Kesgin,Turkey,05/11/2000,6,17,Midfielder,176,76,R
ply181,Muhayer,Oktay,Turkey,28/04/1999,6,45,Midfielder,180,75,
ply182,Demir,Tiknaz,Turkey,17/08/2004,6,68,Midfielder,,,
ply183,Salih,Uçan,Turkey,06/01/1994,6,8,Midfielder,182,72,R
ply184,Necip,Uysal,Turkey,24/01/1991,6,20,Midfielder,180,76,R
ply185,Berkay,Vardar,Azerbaijan,14/01/2003,6,22,Midfielder,,,
ply186,Tyler,Boyd,USA,30/12/1994,6,30,Forward,183,74,R
ply187,Rachid,Ghezzal,Algeria,09/05/1992,6,18,Forward,182,70,L
ply188,Jackson,Muleka,Congo DR,04/10/1999,6,40,Forward,180,77,R
ply189,Georges-Kévin,N'Koudou,France,13/02/1995,6,7,Forward,172,68,R
ply190,Nathan,Redmond,England,06/03/1994,6,,Forward,173,69,R
ply191,Cenk,Tosun,Turkey,07/06/1991,6,9,Forward,183,78,R
ply192,Wout,Weghorst,Netherlands,07/08/1992,6,10,Forward,197,84,R
ply193,Gregor,Kobel,Switzerland,06/12/1997,7,1,Goalkeeper,196,88,R
ply194,Marcel,Lotka,Poland,25/05/2001,7,35,Goalkeeper,190,85,R
ply195,Alexander,Meyer,Germany,13/04/1991,7,33,Goalkeeper,195,90,R
ply196,Luca,Unbehaun,Germany,27/02/2001,7,38,Goalkeeper,185,82,R
ply197,Soumaïla,Coulibaly,France,14/10/2003,7,44,Defender,190,82,L
ply198,Raphaël,Guerreiro,Portugal,22/12/1993,7,13,Defender,170,71,L
ply199,Mats,Hummels,Germany,16/12/1988,7,15,Defender,191,94,R
ply200,Mateu,Morey,Spain,02/03/2000,7,2,Defender,173,67,R
ply201,Thomas,Meunier,Belgium,12/09/1991,7,24,Defender,191,90,R
ply202,Felix,Passlack,Germany,29/05/1998,7,30,Defender,170,74,R
ply203,Tom,Rothe,Germany,29/10/2004,7,36,Defender,193,88,L
ply204,Nico,Schlotterbeck,Germany,01/12/1999,7,4,Defender,191,86,L
ply205,Nico,Schulz,Germany,01/04/1993,7,14,Defender,181,83,L
ply206,Niklas,Süle,Germany,03/09/1995,7,25,Defender,195,97,R
ply207,Jude,Bellingham,England,29/06/2003,7,22,Midfielder,186,75,R
ply208,Julian,Brandt,Germany,02/05/1996,7,19,Midfielder,185,83,R
ply209,Emre,Can,Germany,12/01/1994,7,23,Midfielder,186,86,R
ply210,Mahmoud,Dahoud,Germany,01/01/1996,7,8,Midfielder,178,68,R
ply211,Göktan,Gürpüz,Germany,22/01/2003,7,42,Midfielder,175,60,R
ply212,Thorgan,Hazard,Belgium,29/03/1993,7,10,Midfielder,175,71,R
ply213,Abdoulaye,Kamara,Guinea,06/11/2004,7,32,Midfielder,182,77,R
ply214,Justin,Njinmah,Germany,15/11/2000,7,49,Midfielder,184,75,R
ply215,Salih,Özcan,Turkey,11/01/1998,7,6,Midfielder,182,74,R
ply216,Antonios,Papadopoulos,Germany,10/09/1999,7,47,Midfielder,185,83,R
ply217,Gio,Reyna,USA,13/11/2002,7,7,Midfielder,185,79,R
ply218,Marius,Wolf,Germany,27/05/1995,7,17,Midfielder,187,81,R
ply219,Karim,Adeyemi,Germany,18/01/2002,7,27,Forward,177,68,L
ply220,Jamie,Bynoe-Gittens,England,08/08/2004,7,43,Forward,175,70,R
ply221,Sébastien,Haller,Ivory Coast,22/06/1994,7,9,Forward,190,82,R
ply222,Donyell,Malen,Netherlands,19/01/1999,7,21,Forward,179,68,R
ply223,Anthony,Modeste,France,14/04/1988,7,20,Forward,187,84,R
ply224,Youssoufa,Moukoko,Germany,20/11/2004,7,18,Forward,179,72,L
ply225,Marco,Reus,Germany,31/05/1989,7,11,Forward,180,71,R
ply226,Matthias,Kleinsteiber,Germany,05/01/1978,7,,Goalkeeping,188,85,
ply227,Mathias,Kolodziej,Germany,04/04/1988,7,,Athletic,194,,
ply228,Dennis,Morschel,Germany,21/02/1985,7,,Athletic,194,,
ply229,Florian,Wangler,Germany,16/01/1980,7,,Athletic,,,
ply230,Johannes,Wieber,Germany,09/09/1972,7,,Athletic,,,
ply231,Thorben,Voeste,Germany,10/06/1981,7,,Rehab,,,
ply232,Olaf,Wehmer,Germany,01/06/1980,7,,Rehab,,,
ply233,Frank,Zöllner,Germany,20/02/1968,7,,Rehab,,,
ply234,Otto,Addo,Ghana,09/06/1975,7,,Special,188,80,R
ply235,Serdar,Ayar,Germany,22/04/1972,7,,Game,,,
ply236,Mario,Baric,Germany,10/11/1984,7,,Game,,,
ply237,Daniel,Ackermann,Germany,29/07/1981,7,,Video,182,81,
ply238,Frank,Rutemöller,Germany,28/07/1983,7,,Video,,,
ply239,Kai-Norman,Schulz,Germany,02/05/1974,7,,Chief,,,
ply240,Philipp,Laux,Germany,25/01/1973,7,,05/2020,182,82,
ply241,Dario,Marzino,Switzerland,19/09/1996,8,40,Goalkeeper,184,80,R
ply242,Anthony,Racioppi,Switzerland,31/12/1998,8,1,Goalkeeper,188,80,R
ply243,David von,Ballmoos,Switzerland,30/12/1994,8,26,Goalkeeper,192,90,R
ply244,Leandro,Zbinden,Switzerland,30/07/2002,8,61,Goalkeeper,189,83,
ply245,Aurèle,Amenda,Switzerland,31/07/2003,8,4,Defender,194,90,
ply246,Loris,Benito,Switzerland,07/01/1992,8,23,Defender,186,85,L
ply247,Lewin,Blum,Switzerland,27/07/2001,8,27,Defender,181,75,
ply248,Mohamed,Camara,Guinea,28/08/1997,8,13,Defender,191,80,R
ply249,Ulisses,Garcia,Switzerland,11/01/1996,8,21,Defender,183,82,L
ply250,Sandro,Lauper,Switzerland,25/10/1996,8,30,Defender,186,73,R
ply251,Fabian,Lustenberger,Switzerland,02/05/1988,8,28,Defender,182,73,R
ply252,Quentin,Maceiras,Switzerland,10/10/1995,8,24,Defender,181,75,R
ply253,Cédric,Zesiger,Switzerland,24/06/1998,8,5,Defender,194,88,L
ply254,Miguel,Chaiwa,Zambia,07/06/2004,8,14,Midfielder,179,73,R
ply255,Théo,Golliard,Switzerland,27/09/2002,,,Midfielder,172,68,
ply256,Kastriot,Imeri,Switzerland,27/06/2000,8,29,Midfielder,181,75,R
ply257,Cheikh,Niasse,Senegal,19/01/2000,8,20,Midfielder,188,69,R
ply258,Esteban,Petignat,Switzerland,17/05/2000,8,6,Midfielder,177,71,R
ply259,Fabian,Rieder,Switzerland,16/02/2002,8,32,Midfielder,181,74,L
ply260,Donat,Rrudhani,Kosovo,02/05/1999,8,22,Midfielder,188,78,L
ply261,Kevin,Rüegg,Switzerland,05/08/1998,8,17,Midfielder,173,77,R
ply262,Vincent,Sierro,Switzerland,08/10/1995,8,8,Midfielder,185,79,R
ply263,Filip,Ugrinić,Switzerland,05/01/1999,8,7,Midfielder,184,88,R
ply264,Jonathan De,Donno,Switzerland,16/02/2002,8,,Forward,,,
ply265,Meschack,Elia,Congo DR,06/08/1997,8,15,Forward,173,67,R
ply266,Christian,Fassnacht,Switzerland,11/11/1993,8,16,Forward,185,77,R
ply267,Cedric,Itten,Switzerland,27/12/1996,8,11,Forward,190,84,R
ply268,Joël,Monteiro,Portugal,05/08/1999,8,77,Forward,191,81,R
ply269,Jean-Pierre,Nsame,Cameroon,01/05/1993,8,18,Forward,188,89,R
ply270,Marcus,Bettinelli,England,24/05/1992,9,13,Goalkeeper,194,84,R
ply271,,Kepa,Spain,03/10/1994,9,1,Goalkeeper,186,85,R
ply272,Edouard,Mendy,Senegal,01/03/1992,9,16,Goalkeeper,196,86,R
ply273,,Azpilicueta,Spain,28/08/1989,9,28,Defender,178,75,R
ply274,Ben,Chilwell,England,21/12/1996,9,21,Defender,180,78,L
ply275,,Cucurella,Spain,22/07/1998,9,32,Defender,175,68,L
ply276,Wesley,Fofana,France,17/12/2000,9,33,Defender,190,76,R
ply277,Reece,James,England,08/12/1999,9,24,Defender,180,91,R
ply278,Kalidou,Koulibaly,Senegal,20/06/1991,9,26,Defender,187,89,R
ply279,Thiago,Silva,Brazil,22/09/1984,9,6,Defender,183,79,R
ply280,Trevoh,Chalobah,England,05/07/1999,9,14,Midfielder,191,84,R
ply281,Carney,Chukwuemeka,England,20/10/2003,9,30,Midfielder,185,70,R
ply282,Conor,Gallagher,England,06/02/2000,9,23,Midfielder,182,74,R
ply283,Kai,Havertz,Germany,11/06/1999,9,29,Midfielder,189,82,L
ply284,,Jorginho,Italy,20/12/1991,9,5,Midfielder,180,68,R
ply285,N'Golo,Kanté,France,29/03/1991,9,7,Midfielder,168,68,R
ply286,Mateo,Kovačić,Croatia,06/05/1994,9,8,Midfielder,177,75,R
ply287,Ruben,Loftus-Cheek,England,23/01/1996,9,12,Midfielder,191,83,R
ply288,Mason,Mount,England,10/01/1999,9,19,Midfielder,180,74,R
ply289,Denis,Zakaria,Switzerland,20/11/1996,9,20,Midfielder,191,81,R
ply290,Pierre-Emerick,Aubameyang,Gabon,18/06/1989,9,9,Forward,187,80,R
ply291,Armando,Broja,Albania,10/09/2001,9,18,Forward,191,75,R
ply292,Christian,Pulišić,USA,18/09/1998,9,10,Forward,177,73,R
ply293,Raheem,Sterling,England,08/12/1994,9,17,Forward,170,69,R
ply294,Hakim,Ziyech,Morocco,19/03/1993,9,22,Forward,181,70,L
ply295,,Hilário,Portugal,21/10/1975,9,,Goalkeeping,189,85,
ply296,Ben,Roberts,England,22/06/1975,9,,Goalkeeping,184,78,
ply297,James,Russell,England,19/09/1987,9,,Goalkeeping,178,74,
ply298,Matt,Birnie,England,10/07/1987,9,,Fitness,,,
ply299,Will,Tullett,England,01/08/1980,9,,Fitness,,,
ply300,James,Melbourne,England,22/07/1981,9,,Chief,,,
ply301,Senne,Lammens,Belgium,07/07/2002,10,91,Goalkeeper,193,70,R
ply302,Simon,Mignolet,Belgium,06/03/1988,10,22,Goalkeeper,193,88,R
ply303,Nick,Shinton,Belgium,10/05/2001,,33,Goalkeeper,194,81,L
ply304,Dedryck,Boyata,Belgium,28/11/1990,10,28,Defender,188,84,R
ply305,,Clinton,Angola,07/11/1992,10,77,Defender,180,72,R
ply306,Ibe,Hautekiet,Belgium,13/04/2002,10,,Defender,182,71,L
ply307,Brandon,Mechele,Belgium,28/01/1993,10,44,Defender,190,81,R
ply308,Bjorn,Meijer,Netherlands,18/03/2003,10,14,Defender,190,,L
ply309,Denis,Odoi,Belgium,27/05/1988,10,6,Defender,178,72,R
ply310,Kyriani,Sabbe,Belgium,26/01/2005,,,Defender,,,
ply311,Eduard,Sobol,Ukraine,20/04/1995,10,2,Defender,186,74,L
ply312,Jorne,Spileers,Belgium,21/01/2005,10,58,Defender,,,R
ply313,Abakar,Sylla,Ivory Coast,25/12/2002,10,94,Defender,,,L
ply314,Lynnt,Audoor,Belgium,13/10/2003,10,89,Midfielder,182,,R
ply315,Éder,Balanta,Colombia,28/02/1993,10,3,Midfielder,180,84,L
ply316,Noah,Mbamba-Muanda,Belgium,05/01/2005,10,72,Midfielder,184,,R
ply317,Casper,Nielsen,Denmark,29/04/1994,10,27,Midfielder,182,71,R
ply318,Raphael,Onyedika,Nigeria,19/04/2001,10,15,Midfielder,184,,R
ply319,Owen,Otasowie,USA,06/01/2001,10,8,Midfielder,191,82,R
ply320,Mats,Rits,Belgium,18/07/1993,10,26,Midfielder,178,73,R
ply321,Cisse,Sandra,Belgium,16/12/2003,10,98,Midfielder,184,74,L
ply322,Hans,Vanaken,Belgium,24/08/1992,10,20,Midfielder,195,77,R
ply323,Ruud,Vormer,Netherlands,11/05/1988,10,25,Midfielder,178,77,R
ply324,Tajon,Buchanan,Canada,08/02/1999,10,17,Forward,183,68,R
ply325,Arne,Engels,Belgium,08/09/2003,10,94,Forward,185,71,R
ply326,Ferrán,Jutglà,Spain,01/02/1999,10,9,Forward,175,75,R
ply327,Noa,Lang,Netherlands,17/06/1999,10,10,Forward,173,70,R
ply328,Cyle,Larin,Canada,17/04/1995,10,11,Forward,188,86,R
ply329,Antonio,Nusa,Norway,17/04/2005,10,32,Forward,180,,R
ply330,Daniel,Pérez,Venezuela,17/01/2002,10,30,Forward,190,77,R
ply331,Andreas Skov,Olsen,Denmark,29/12/1999,10,7,Forward,187,75,L
ply332,Kamal,Sowah,Ghana,09/01/2000,10,19,Forward,179,66,L
ply333,Roman,Yaremchuk,Ukraine,27/11/1995,10,70,Forward,191,79,R
ply334,Peter,Mollez,Belgium,23/09/1983,10,,Goalkeeping,183,83,
ply335,Denis,Boyko,Ukraine,29/01/1988,11,71,Goalkeeper,197,85,R
ply336,Georgiy,Bushchan,Ukraine,31/05/1994,11,1,Goalkeeper,196,84,R
ply337,Denys,Ignatenko,Ukraine,11/01/2003,11,74,Goalkeeper,,,
ply338,Vladyslav,Kucheruk,Ukraine,14/02/1999,11,31,Goalkeeper,191,81,R
ply339,Valentyn,Morgun,Ukraine,10/08/2001,11,51,Goalkeeper,189,78,
ply340,Ruslan,Neshcheret,Ukraine,22/01/2002,11,35,Goalkeeper,190,81,
ply341,Anton,Bol,Ukraine,08/01/2003,11,3,Defender,187,78,
ply342,Mykyta,Burda,Ukraine,24/03/1995,11,6,Defender,187,80,R
ply343,Vladyslav,Dubinchak,Ukraine,01/07/1998,11,44,Defender,173,62,L
ply344,Tomasz,Kędziora,Poland,11/06/1994,11,94,Defender,183,73,R
ply345,Volodymyr,Kostevych,Ukraine,23/10/1992,11,21,Defender,174,62,L
ply346,Mykyta,Kravchenko,Ukraine,14/06/1997,11,21,Defender,182,77,R
ply347,Denys,Popov,Ukraine,17/02/1999,11,4,Defender,185,81,
ply348,Oleksandr,Syrota,Ukraine,11/06/2000,11,34,Defender,193,78,L
ply349,Oleksandr,Tymchyk,Ukraine,20/01/1997,11,24,Defender,180,67,R
ply350,Kostiantyn,Vivcharenko,Ukraine,10/06/2002,11,2,Defender,178,76,
ply351,Ilya,Zabarnyi,Ukraine,01/09/2002,11,25,Defender,186,81,R
ply352,Oleksandr,Andriyevskyi,Ukraine,25/06/1994,11,18,Midfielder,179,75,L
